Name,Country,Sector,Industry
ASML,ASML Holding N.V. New York Registry Shares,Netherlands,Technology,Industrial Machinery/Components
ASND,Ascendis Pharma A/S American Depositary Shares,Denmark,Health Care,Biotechnology: Pharmaceutical Preparations
ASNS,Actelis Networks Inc. Common Stock,United States,Telecommunications,Telecommunications Equipment
ASO,Academy Sports and Outdoors Inc. Common Stock,United States,Consumer Discretionary,Other Specialty Stores
ASPI,ASP Isotopes Inc. Common Stock,United States,Industrials,Major Chemicals
ASPS,Altisource Portfolio Solutions S.A. Common Stock,Luxembourg,Consumer Discretionary,Other Consumer Services
ASRT,Assertio Holdings Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
ASRV,AmeriServ Financial Inc. Common Stock,United States,Finance,Major Banks
ASST,Asset Entities Inc. Class B Common Stock,United States,Technology,Computer Software: Prepackaged Software
ASTC,Astrotech Corporation (DE) Common Stock,United States,Industrials,Biotechnology: Laboratory Analytical Instruments
ASTE,Astec Industries Inc. Common Stock,United States,Industrials,Construction/Ag Equipment/Trucks
ASTH,Astrana Health Inc. Common Stock,United States,Consumer Discretionary,Professional Services
ASTI,Ascent Solar Technologies Inc. Common Stock,United States,Technology,Semiconductors
ASTL,Algoma Steel Group Inc. Common Shares,Canada,Industrials,Steel/Iron Ore
ASTLW,Algoma Steel Group Inc. Warrant,Canada,Industrials,Steel/Iron Ore
ASTS,AST SpaceMobile Inc. Class A Common Stock,United States,Consumer Discretionary,Telecommunications Equipment
ASTSW,AST SpaceMobile Inc. Warrant,United States,Consumer Discretionary,Telecommunications Equipment
ASUR,Asure Software Inc Common Stock,United States,Technology,EDP Services
ASYS,Amtech Systems Inc. Common Stock,United States,Technology,Industrial Machinery/Components
ATAI,ATAI Life Sciences N.V. Common Shares,Germany,Health Care,Biotechnology: Pharmaceutical Preparations
ATAT,Atour Lifestyle Holdings Limited American Depositary Shares,China,Consumer Discretionary,Hotels/Resorts
ATCOL,Atlas Corp. 7.125% Notes due 2027,United Kingdom,Basic Materials,Precious Metals
ATEC,Alphatec Holdings Inc. Common Stock,United States,Health Care,Medical/Dental Instruments
ATER,Aterian Inc. Common Stock,United States,Consumer Discretionary,Home Furnishings
ATEX,Anterix Inc. Common Stock,United States,Telecommunications,Telecommunications Equipment
ATGL,Alpha Technology Group Limited Ordinary Shares,China,Technology,EDP Services
ATHA,Athira Pharma Inc. Common Stock,United States,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
ATHE,Alterity Therapeutics Limited American Depositary Shares,Australia,Health Care,Biotechnology: Pharmaceutical Preparations
ATIF,ATIF Holdings Limited Ordinary Shares,China,Consumer Discretionary,Professional Services
ATLC,Atlanticus Holdings Corporation Common Stock,United States,Finance,Finance: Consumer Services
ATLCL,Atlanticus Holdings Corporation 6.125% Senior Notes due 2026,United States,Finance,Finance: Consumer Services
ATLCP,Atlanticus Holdings Corporation 7.625% Series B Cumulative Perpetual Preferred Stock no par value per share,United States,Finance,Finance: Consumer Services
ATLCZ,Atlanticus Holdings Corporation 9.25% Senior Notes due 2029,United States,Finance,Finance: Consumer Services
ATLO,Ames National Corporation Common Stock,United States,Finance,Major Banks
ATLX,Atlas Lithium Corporation Common Stock,United States,Industrials,Mining & Quarrying of Nonmetallic Minerals (No Fuels)
ATMC,AlphaTime Acquisition Corp Ordinary Shares,United States,Finance,Blank Checks
ATMV,AlphaVest Acquisition Corp Ordinary Shares,United States,Finance,Blank Checks
ATMVR,AlphaVest Acquisition Corp Right.,United States,Finance,Blank Checks
ATNF,180 Life Sciences Corp. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
ATNFW,180 Life Sciences Corp. Warrant,United States,Health Care,Biotechnology: Pharmaceutical Preparations
ATNI,ATN International Inc. Common Stock,United States,Telecommunications,Telecommunications Equipment
ATOM,Atomera Incorporated Common Stock,United States,Technology,Semiconductors
ATOS,Atossa Therapeutics Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
ATPC,Agape ATP Corporation Common Stock,Malaysia,Health Care,Medical/Nursing Services
ATRA,Atara Biotherapeutics Inc. Common Stock,United States,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
ATRC,AtriCure Inc. Common Stock,United States,Health Care,Medical/Dental Instruments
ATRI,Atrion Corporation Common Stock,United States,Health Care,Medical/Dental Instruments
ATRO,Astronics Corporation Common Stock,United States,Industrials,Military/Government/Technical
ATSG,Air Transport Services Group Inc,United States,Consumer Discretionary,Air Freight/Delivery Services
ATXG,Addentax Group Corp. Common Stock,China,Consumer Discretionary,Professional Services
ATXI,Avenue Therapeutics Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
ATXS,Astria Therapeutics Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
ATYR,aTyr Pharma Inc. Common Stock,United States,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
AUBN,Auburn National Bancorporation Inc. Common Stock,United States,Finance,Major Banks
AUDC,AudioCodes Ltd. Common Stock,Israel,Utilities,Telecommunications Equipment
AUGX,Augmedix Inc. Common Stock,United States,Consumer Discretionary,Business Services
AUID,authID Inc. Common Stock,United States,Technology,Computer Software: Prepackaged Software
AUPH,Aurinia Pharmaceuticals Inc Ordinary Shares,Canada,Health Care,Biotechnology: Pharmaceutical Preparations
AUR,Aurora Innovation Inc. Class A Common Stock,United States,Technology,EDP Services
AURA,Aura Biosciences Inc. Common Stock,United States,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
AUROW,Aurora Innovation Inc. Warrant,United States,Technology,EDP Services
AUTL,Autolus Therapeutics plc American Depositary Share,United Kingdom,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
AUUD,Auddia Inc. Common Stock,United States,Technology,EDP Services
AUUDW,Auddia Inc. Warrants,United States,Technology,EDP Services
AVAH,Aveanna Healthcare Holdings Inc. Common Stock,United States,Health Care,Medical/Nursing Services
AVAV,AeroVironment Inc. Common Stock,United States,Industrials,Aerospace
AVBP,ArriVent BioPharma Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
AVDL,Avadel Pharmaceuticals plc Ordinary Share,France,Health Care,Biotechnology: Pharmaceutical Preparations
AVDX,AvidXchange Holdings Inc. Common Stock,United States,Technology,Computer Software: Prepackaged Software
AVGO,Broadcom Inc. Common Stock,United States,Technology,Semiconductors
AVGR,Avinger Inc. Common Stock,United States,Health Care,Medical/Dental Instruments
AVIR,Atea Pharmaceuticals Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
AVNW,Aviat Networks Inc. Common Stock,United States,Technology,Radio And Television Broadcasting And Communications Equipment
AVO,Mission Produce Inc. Common Stock,United States,Consumer Staples,Farming/Seeds/Milling
AVPT,AvePoint Inc. Class A Common Stock,United States,Technology,Computer Software: Prepackaged Software
AVPTW,AvePoint Inc. Warrant,United States,Technology,Computer Software: Prepackaged Software
AVT,Avnet Inc. Common Stock,United States,Technology,Electronic Components
AVTE,Aerovate Therapeutics Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
AVTX,Avalo Therapeutics Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
AVXL,Anavex Life Sciences Corp. Common Stock,United States,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
AWH,Aspira Women's Health Inc. Common Stock,United States,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances
AWRE,Aware Inc. Common Stock,United States,Technology,Computer Software: Prepackaged Software
AXDX,Accelerate Diagnostics Inc. Common Stock,United States,Industrials,Biotechnology: Laboratory Analytical Instruments
AXGN,Axogen Inc. Common Stock,United States,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
AXNX,Axonics Inc. Common Stock,United States,Health Care,Medical/Dental Instruments
AXON,Axon Enterprise Inc. Common Stock,United States,Industrials,Ordnance And Accessories
AXSM,Axsome Therapeutics Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
AXTI,AXT Inc Common Stock,United States,Technology,Semiconductors
AY,Atlantica Sustainable Infrastructure plc Ordinary Shares,United Kingdom,Utilities,Electric Utilities: Central
AYRO,AYRO Inc. Common Stock,United States,Consumer Discretionary,Telecommunications Equipment
AYTU,Aytu BioPharma Inc.  Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
AZ,A2Z Smart Technologies Corp. Common Shares,Canada,Industrials,Industrial Machinery/Components
AZN,AstraZeneca PLC American Depositary Shares,United Kingdom,Health Care,Biotechnology: Pharmaceutical Preparations
AZPN,Aspen Technology Inc. Common Stock,United States,Technology,EDP Services
AZTA,Azenta Inc.,United States,Technology,Industrial Machinery/Components
BACK,IMAC Holdings Inc. Common Stock,United States,Health Care,Medical Specialities
BAER,Bridger Aerospace Group Holdings Inc. Common Stock,United States,Consumer Discretionary,Business Services
BAERW,Bridger Aerospace Group Holdings Inc. Warrant,United States,Consumer Discretionary,Business Services
BAFN,BayFirst Financial Corp. Common Stock,United States,Finance,Major Banks
BAND,Bandwidth Inc. Class A Common Stock,United States,Technology,Computer Software: Prepackaged Software
BANF,BancFirst Corporation Common Stock,United States,Finance,Major Banks
BANFP,BancFirst Corporation - BFC Capital Trust II Cumulative Trust Preferred Securities,United States,Finance,Major Banks
BANL,CBL International Limited Ordinary Shares,Malaysia,Energy,Oil Refining/Marketing
BANR,Banner Corporation Common Stock,United States,Finance,Major Banks
BANX,ArrowMark Financial Corp. Common Stock,United States,Finance,Trusts Except Educational Religious and Charitable
BAOS,Baosheng Media Group Holdings Limited Ordinary shares,China,Consumer Discretionary,Business Services
BASE,Couchbase Inc. Common Stock,United States,Technology,Computer Software: Prepackaged Software
BATRA,Atlanta Braves Holdings Inc. Series A Common Stock,United States,Consumer Discretionary,Services-Misc. Amusement & Recreation
BATRK,Atlanta Braves Holdings Inc. Series C Common Stock,United States,Consumer Discretionary,Services-Misc. Amusement & Recreation
BAYA,Bayview Acquisition Corp Ordinary Shares,United States,,
BBCP,Concrete Pumping Holdings Inc. Common Stock,United States,Consumer Discretionary,Engineering & Construction
BBGI,Beasley Broadcast Group Inc. Class A Common Stock,United States,Consumer Discretionary,Broadcasting
BBIO,BridgeBio Pharma Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
BBLG,Bone Biologics Corp Common Stock,United States,Health Care,Industrial Specialties
BBLGW,Bone Biologics Corp Warrants,United States,Health Care,Industrial Specialties
BBSI,Barrett Business Services Inc. Common Stock,United States,Consumer Discretionary,Professional Services
BCAB,BioAtla Inc. Common Stock,United States,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
BCAL,California BanCorp Common Stock,United States,Finance,Major Banks
BCAN,Femto Technologies Inc. Common Stock,Canada,Technology,Computer Software: Prepackaged Software
BCBP,BCB Bancorp Inc. (NJ) Common Stock,United States,Finance,Savings Institutions
BCDA,BioCardia Inc. Common Stock,United States,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
BCG,Binah Capital Group Inc. Common Stock,United States,Finance,Finance: Consumer Services
BCGWW,Binah Capital Group Inc. Warrants,United States,Finance,Finance: Consumer Services
BCLI,Brainstorm Cell Therapeutics Inc. Common Stock,United States,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
BCML,BayCom Corp Common Stock,United States,Finance,Major Banks
BCOV,Brightcove Inc. Common Stock,United States,Technology,EDP Services
BCOW,1895 Bancorp of Wisconsin Inc. (MD) Common Stock,United States,Finance,Banks
BCPC,Balchem Corporation Common Stock,United States,Industrials,Major Chemicals
BCRX,BioCryst Pharmaceuticals Inc. Common Stock,United States,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
BCSA,Blockchain Coinvestors Acquisition Corp. I Class A Ordinary Shares,Cayman Islands,Finance,Blank Checks
BCSAU,Blockchain Coinvestors Acquisition Corp. I Unit,Cayman Islands,Finance,Blank Checks
BCSAW,Blockchain Coinvestors Acquisition Corp. I Warrant,Cayman Islands,Finance,Blank Checks
BCTX,BriaCell Therapeutics Corp. Common Shares,Canada,Health Care,Biotechnology: Pharmaceutical Preparations
BCTXW,BriaCell Therapeutics Corp. Warrant,Canada,Health Care,Biotechnology: Pharmaceutical Preparations
BCYC,Bicycle Therapeutics plc American Depositary Shares,United Kingdom,Health Care,Biotechnology: Pharmaceutical Preparations
BDRX,Biodexa Pharmaceuticals plc American Depositary Shs,United Kingdom,Health Care,Biotechnology: Pharmaceutical Preparations
BDSX,Biodesix Inc. Common Stock,United States,Health Care,Medical Specialities
BDTX,Black Diamond Therapeutics Inc. Common Stock,United States,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
BEAM,Beam Therapeutics Inc. Common Stock,United States,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
BEAT,Heartbeam Inc. Common Stock,United States,Health Care,Medical/Dental Instruments
BEATW,Heartbeam Inc. Warrant,United States,Health Care,Medical/Dental Instruments
BECN,Beacon Roofing Supply Inc. Common Stock,United States,Consumer Discretionary,RETAIL: Building Materials
BEEM,Beam Global Common Stock,United States,Technology,Semiconductors
BELFA,Bel Fuse Inc. Class A Common Stock,United States,,
BELFB,Bel Fuse Inc. Class B Common Stock,United States,,
BENF,Beneficient Class A Common Stock,United States,Finance,Finance: Consumer Services
BENFW,Beneficient Warrant,United States,Finance,Finance: Consumer Services
BETR,Better Home & Finance Holding Company Class A Common Stock,United Kingdom,Finance,Finance: Consumer Services
BFC,Bank First Corporation Common Stock,United States,Finance,Major Banks
